,prob_s,comp_factor,Intervention strategy,name,q_y,q_a,q_o,q_ya,q_ao,q_yo,color,R0,si_eff
187,1,0.31,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.5252357605488456,0.31000000000000005
188,1,0.31,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.4073881210665382,0.31000000000000005
189,1,0.31,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,1.0947414327418201,0.31000000000000005
190,1,0.31,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.8059580606568452,0.31000000000000005
191,1,0.31,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.5222465491002986,0.31000000000000005
192,1,0.32,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.5640000000000023,0.32000000000000006
193,1,0.32,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.5031308944539372,0.32000000000000006
194,1,0.32,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.3869911917757203,0.32000000000000006
195,1,0.32,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,1.078875614875998,0.32000000000000006
196,1,0.32,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7942775090531227,0.32000000000000006
197,1,0.32,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.5001850049104393,0.32000000000000006
198,1,0.33,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.5410000000000026,0.33000000000000007
199,1,0.33,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.4810260283590244,0.33000000000000007
200,1,0.33,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.3665942624848988,0.33000000000000007
201,1,0.33,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,1.0630097970101728,0.33000000000000007
202,1,0.33,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7825969574494004,0.33000000000000007
203,1,0.33,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.4781234607205789,0.33000000000000007
204,1,0.34,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.518000000000001,0.3400000000000001
205,1,0.34,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.4589211622641147,0.3400000000000001
206,1,0.34,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.3461973331940795,0.3400000000000001
207,1,0.34,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,1.04714397914435,0.3400000000000001
208,1,0.34,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7709164058456772,0.3400000000000001
209,1,0.34,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.4560619165307207,0.3400000000000001
210,1,0.35000000000000003,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.495000000000001,0.3500000000000001
211,1,0.35000000000000003,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.4368162961692037,0.3500000000000001
212,1,0.35000000000000003,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.3258004039032605,0.3500000000000001
213,1,0.35000000000000003,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,1.031278161278527,0.3500000000000001
214,1,0.35000000000000003,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7592358542419554,0.3500000000000001
215,1,0.35000000000000003,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.4340003723408585,0.3500000000000001
216,1,0.36,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.4720000000000029,0.36
217,1,0.36,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.414711430074293,0.36
218,1,0.36,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.3054034746124414,0.36
219,1,0.36,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,1.0154123434127018,0.36
220,1,0.36,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7475553026382332,0.36
221,1,0.36,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.411938828151003,0.36
222,1,0.37,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.4490000000000025,0.37
223,1,0.37,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.3926065639793823,0.37
224,1,0.37,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.285006545321623,0.37
225,1,0.37,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.9995465255468793,0.37
226,1,0.37,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7358747510345108,0.37
227,1,0.37,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.3898772839611435,0.37
228,1,0.38,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.4260000000000002,0.38
229,1,0.38,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.37050169788447,0.38
230,1,0.38,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.2646096160308034,0.38
231,1,0.38,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.983680707681057,0.38
232,1,0.38,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7241941994307883,0.38
233,1,0.38,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.3678157397712853,0.38
234,1,0.39,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.4030000000000018,0.39
235,1,0.39,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.3483968317895598,0.39
236,1,0.39,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.2442126867399859,0.39
237,1,0.39,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.9678148898152323,0.39
238,1,0.39,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7125136478270663,0.39
239,1,0.39,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.3457541955814236,0.39
240,1,0.4,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.3800000000000006,0.4
241,1,0.4,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.3262919656946481,0.4
242,1,0.4,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.2238157574491648,0.4
243,1,0.4,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.9519490719494084,0.4
244,1,0.4,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.7008330962233433,0.4
245,1,0.4,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.3236926513915652,0.4
246,1,0.41000000000000003,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.357000000000003,0.41000000000000003
247,1,0.41000000000000003,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.3041870995997416,0.41000000000000003
248,1,0.41000000000000003,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.2034188281583433,0.41000000000000003
249,1,0.41000000000000003,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.936083254083586,0.41000000000000003
250,1,0.41000000000000003,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6891525446196203,0.41000000000000003
251,1,0.41000000000000003,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.3016311072017048,0.41000000000000003
252,1,0.42,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.3340000000000023,0.41999999999999993
253,1,0.42,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.2820822335048283,0.41999999999999993
254,1,0.42,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.183021898867527,0.41999999999999993
255,1,0.42,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.9202174362177615,0.41999999999999993
256,1,0.42,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6774719930158989,0.41999999999999993
257,1,0.42,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.279569563011846,0.41999999999999993
258,1,0.43,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.3110000000000004,0.42999999999999994
259,1,0.43,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.2599773674099182,0.42999999999999994
260,1,0.43,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.1626249695767052,0.42999999999999994
261,1,0.43,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.904351618351939,0.42999999999999994
262,1,0.43,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6657914414121764,0.42999999999999994
263,1,0.43,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.2575080188219858,0.42999999999999994
264,1,0.44,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.2879999999999996,0.43999999999999995
265,1,0.44,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.237872501315007,0.43999999999999995
266,1,0.44,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.142228040285889,0.43999999999999995
267,1,0.44,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.8884858004861158,0.43999999999999995
268,1,0.44,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6541108898084533,0.43999999999999995
269,1,0.44,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.235446474632127,0.43999999999999995
270,1,0.45,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.265000000000002,0.44999999999999996
271,1,0.45,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.2157676352200952,0.44999999999999996
272,1,0.45,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.1218311109950672,0.44999999999999996
273,1,0.45,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.8726199826202912,0.44999999999999996
274,1,0.45,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6424303382047314,0.44999999999999996
275,1,0.45,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.2133849304422681,0.44999999999999996
276,1,0.46,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.2420000000000009,0.45999999999999996
277,1,0.46,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.1936627691251875,0.45999999999999996
278,1,0.46,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.1014341817042446,0.45999999999999996
279,1,0.46,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.8567541647544669,0.45999999999999996
280,1,0.46,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6307497866010088,0.45999999999999996
281,1,0.46,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.1913233862524082,0.45999999999999996
282,1,0.47000000000000003,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.2189999999999992,0.47
283,1,0.47000000000000003,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.1715579030302736,0.47
284,1,0.47000000000000003,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.081037252413428,0.47
285,1,0.47000000000000003,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.8408883468886442,0.47
286,1,0.47000000000000003,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6190692349972873,0.47
287,1,0.47000000000000003,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.1692618420625505,0.47
288,1,0.48,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.196000000000001,0.48
289,1,0.48,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.1494530369353653,0.48
290,1,0.48,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.0606403231226103,0.48
291,1,0.48,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.8250225290228209,0.48
292,1,0.48,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.6073886833935637,0.48
293,1,0.48,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.14720029787269,0.48
294,1,0.49,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.1730000000000018,0.49
295,1,0.49,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.127348170840453,0.49
296,1,0.49,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.0402433938317897,0.49
297,1,0.49,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.8091567111569979,0.49
298,1,0.49,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5957081317898425,0.49
299,1,0.49,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.1251387536828297,0.49
300,1,0.5,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.150000000000003,0.5
301,1,0.5,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.105243304745541,0.5
302,1,0.5,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,1.01984646454097,0.5
303,1,0.5,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.7932908932911742,0.5
304,1,0.5,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5840275801861196,0.5
305,1,0.5,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.1030772094929695,0.5
306,1,0.51,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.1270000000000007,0.51
307,1,0.51,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.08313843865063,0.51
308,1,0.51,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.9994495352501498,0.51
309,1,0.51,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.7774250754253509,0.51
310,1,0.51,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5723470285823974,0.51
311,1,0.51,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.081015665303112,0.51
312,1,0.52,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.1040000000000014,0.52
313,1,0.52,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.0610335725557196,0.52
314,1,0.52,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.9790526059593311,0.52
315,1,0.52,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.7615592575595269,0.52
316,1,0.52,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5606664769786749,0.52
317,1,0.52,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.0589541211132527,0.52
318,1,0.53,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.0810000000000006,0.53
319,1,0.53,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.0389287064608075,0.53
320,1,0.53,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.9586556766685116,0.53
321,1,0.53,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.7456934396937034,0.53
322,1,0.53,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5489859253749518,0.53
323,1,0.53,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.0368925769233925,0.53
324,1,0.54,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.0580000000000023,0.54
325,1,0.54,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,1.0168238403658973,0.54
326,1,0.54,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.938258747377692,0.54
327,1,0.54,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.7298276218278799,0.54
328,1,0.54,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5373053737712296,0.54
329,1,0.54,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,1.0148310327335313,0.54
330,1,0.55,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.0350000000000008,0.55
331,1,0.55,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.9947189742709861,0.55
332,1,0.55,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.9178618180868718,0.55
333,1,0.55,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.7139618039620569,0.55
334,1,0.55,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5256248221675077,0.55
335,1,0.55,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.9927694885436742,0.55
336,1,0.56,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,1.0120000000000011,0.56
337,1,0.56,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.9726141081760766,0.56
338,1,0.56,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.8974648887960542,0.56
339,1,0.56,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6980959860962331,0.56
340,1,0.56,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.513944270563785,0.56
341,1,0.56,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.9707079443538132,0.56
342,1,0.5700000000000001,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.989,0.5700000000000001
343,1,0.5700000000000001,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.9505092420811652,0.5700000000000001
344,1,0.5700000000000001,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.8770679595052333,0.5700000000000001
345,1,0.5700000000000001,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6822301682304098,0.5700000000000001
346,1,0.5700000000000001,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.5022637189600627,0.5700000000000001
347,1,0.5700000000000001,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.9486464001639554,0.5700000000000001
348,1,0.58,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.9660000000000021,0.58
349,1,0.58,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.9284043759862555,0.58
350,1,0.58,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.8566710302144145,0.58
351,1,0.58,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6663643503645864,0.58
352,1,0.58,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.4905831673563405,0.58
353,1,0.58,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.926584855974095,0.58
354,1,0.59,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.9430000000000024,0.59
355,1,0.59,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.9062995098913431,0.59
356,1,0.59,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.8362741009235949,0.59
357,1,0.59,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6504985324987631,0.59
358,1,0.59,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.47890261575261817,0.59
359,1,0.59,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.9045233117842364,0.59
360,1,0.6,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.9200000000000015,0.6
361,1,0.6,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.884194643796432,0.6
362,1,0.6,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.8158771716327773,0.6
363,1,0.6,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6346327146329387,0.6
364,1,0.6,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.46722206414889544,0.6
365,1,0.6,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.8824617675943769,0.6
366,1,0.61,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.8970000000000018,0.61
367,1,0.61,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.8620897777015227,0.61
368,1,0.61,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.7954802423419569,0.61
369,1,0.61,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6187668967671156,0.61
370,1,0.61,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.45554151254517344,0.61
371,1,0.61,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.8604002234045172,0.61
372,1,0.62,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.8740000000000023,0.62
373,1,0.62,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.839984911606611,0.62
374,1,0.62,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.7750833130511374,0.62
375,1,0.62,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.6029010789012919,0.62
376,1,0.62,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.4438609609414509,0.62
377,1,0.62,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.8383386792146581,0.62
378,1,0.63,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.851000000000002,0.63
379,1,0.63,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.8178800455117019,0.63
380,1,0.63,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.7546863837603177,0.63
381,1,0.63,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.587035261035469,0.63
382,1,0.63,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.4321804093377284,0.63
383,1,0.63,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.8162771350247984,0.63
384,1,0.64,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.8280000000000025,0.64
